Wine,Alcohol,Malic.acid,Ash,Acl,Mg,Phenols,Flavanoids,Nonflavanoid.phenols,Proanth,Color.int,Hue,OD,Proline
2,11.84,2.13,2.24,18.0,98,2.6,2.65,0.24,1.35,3.25,0.86,2.78,290
2,11.82,2.13,2.22,18.0,112,2.6,2.65,0.17,1.35,2.6,0.86,2.78,345
2,12.29,1.41,2.28,22.0,84,1.89,1.84,0.43,1.44,1.74,0.93,3.05,315
2,11.41,3.74,2.46,21.6,84,2.86,3.03,0.29,1.83,6.0,0.75,3.64,380
1,13.76,1.73,2.36,16.0,89,2.65,2.33,0.34,1.92,5.6,1.15,2.74,1285
2,13.05,5.8,2.32,22.5,84,1.65,1.25,0.37,1.46,4.6,0.91,2.01,515
1,13.05,2.05,3.22,21.0,124,2.8,2.69,0.39,1.35,5.24,1.13,3.58,735
3,13.88,3.57,2.72,24.5,96,1.55,0.5,0.56,0.8,3.85,0.81,2.31,520
2,12.37,1.13,2.27,21.5,86,2.42,2.01,0.26,1.44,1.9,1.12,3.14,312
1,13.56,1.73,2.65,17.2,108,2.8,3.19,0.3,1.66,8.9,1.28,3.0,1310
1,13.76,1.5,2.5,16.8,93,2.45,2.99,0.29,1.98,3.52,1.1,2.77,1035
1,13.83,1.89,2.8,17.1,101,3.0,2.79,0.37,1.45,7.3,1.23,2.88,1130
3,13.78,4.95,2.45,20.5,95,1.68,0.65,0.53,1.35,10.2,0.55,1.6,725
2,12.64,1.34,2.3,24.5,101,2.42,2.29,0.43,1.46,2.6,0.89,3.12,315
3,12.82,3.12,2.4,24.0,104,1.3,0.75,0.6,0.86,4.9,0.77,2.05,570
2,13.03,0.9,2.2,17.0,110,2.53,2.5,0.55,1.77,2.6,1.25,2.44,680
2,11.03,0.74,2.38,17.0,97,2.48,2.65,0.63,2.08,3.05,1.71,2.87,407
2,12.29,2.83,2.7,21.0,98,1.6,1.5,0.58,1.62,2.9,1.23,2.26,406
2,13.05,1.67,1.98,14.8,78,1.65,2.03,0.3,0.42,3.17,1.04,2.69,502
3,12.79,3.9,2.38,20.0,92,1.48,0.83,0.53,1.04,7.7,0.56,1.6,650
2,12.33,2.45,1.92,18.0,86,2.55,2.17,0.27,1.22,3.8,0.8,2.78,352
2,12.67,3.87,2.73,21.5,94,2.86,2.55,0.3,2.01,2.6,1.03,3.17,678
3,14.16,2.81,2.48,19.5,91,1.35,0.7,0.37,1.03,10.26,0.7,1.68,615
2,11.96,1.13,1.98,19.0,86,1.45,1.25,0.3,1.04,3.27,1.08,2.12,428
1,13.77,1.53,2.62,17.2,94,2.2,2.53,0.28,2.08,3.52,1.1,3.08,1015
3,13.4,4.6,2.86,25.0,112,2.05,0.92,0.5,1.56,7.9,0.85,1.69,695
3,14.34,2.46,2.48,20.0,80,1.39,0.65,0.4,1.24,10.8,0.57,1.71,415
3,13.17,4.12,2.38,21.5,104,1.8,1.22,0.24,1.14,4.1,0.67,1.29,472
2,12.42,2.55,2.21,18.0,103,1.72,1.69,0.43,1.03,2.6,0.96,2.52,315
3,13.16,2.81,2.15,21.0,103,1.41,0.48,0.53,1.3,4.0,0.6,1.55,725
2,11.66,1.88,2.17,21.0,88,1.61,1.57,0.48,1.35,1.74,1.02,3.33,500
1,13.73,1.5,2.5,16.8,108,3.3,3.4,0.32,2.18,6.75,0.95,2.81,970
1,13.73,1.5,2.7,22.5,96,2.2,2.43,0.28,1.44,4.2,1.1,3.08,880
1,14.21,1.73,2.48,15.2,91,3.85,3.74,0.32,1.97,7.5,0.86,2.87,1190
3,12.53,1.67,2.32,19.0,96,2.0,0.92,0.52,0.94,7.1,0.58,1.55,640
1,13.24,3.98,2.28,17.5,102,2.41,2.64,0.32,2.08,4.36,0.87,3.3,760
1,14.19,1.68,2.45,15.2,127,2.6,2.51,0.28,1.25,5.0,0.92,2.78,1195
2,12.6,1.36,2.3,23.0,88,2.95,3.15,0.26,1.77,3.94,1.07,3.71,510
2,11.41,0.74,2.24,21.0,98,2.2,2.53,0.52,1.4,3.05,1.1,2.87,407
1,13.76,1.9,2.8,17.1,102,3.25,2.97,0.34,2.18,7.5,1.28,3.0,1450
2,12.72,1.75,1.82,19.5,86,2.5,2.17,0.24,2.35,3.38,1.04,3.18,392
2,12.0,2.16,1.7,15.0,97,2.6,2.65,0.37,1.35,2.06,1.06,3.58,710
1,13.74,1.67,2.25,16.0,118,2.6,2.88,0.21,1.81,5.85,1.04,3.47,780
2,12.6,1.36,1.95,16.8,136,2.02,2.03,0.35,2.5,2.62,1.17,3.63,937
2,12.72,0.98,2.67,17.0,110,2.2,1.41,0.63,0.95,3.8,1.25,2.52,750
2,11.87,2.08,2.53,21.6,94,1.95,1.75,0.43,1.46,3.8,1.27,2.65,607
1,14.22,1.7,2.43,14.0,127,3.27,3.39,0.5,1.7,7.05,1.23,2.82,1130
2,12.04,2.16,2.39,18.5,88,2.6,2.65,0.45,1.35,2.4,1.06,3.58,500
2,12.64,1.34,1.88,16.8,136,2.02,2.03,0.24,2.76,2.94,1.17,3.63,718
3,12.93,3.12,2.61,24.0,101,1.65,0.6,0.53,0.96,5.0,0.82,1.82,580
3,12.51,3.27,2.35,21.5,97,1.38,1.09,0.52,0.83,5.5,0.75,2.05,510
2,12.42,2.55,1.92,18.5,94,1.72,1.69,0.34,1.03,3.8,0.96,2.52,428
2,12.37,1.13,2.21,19.0,162,3.5,3.75,0.24,1.65,4.45,1.22,3.17,937
3,12.77,2.58,2.48,21.5,98,1.3,0.83,0.52,0.83,4.9,0.75,2.05,660
3,12.45,4.12,2.38,18.5,97,1.38,0.83,0.61,1.14,7.65,0.78,1.51,695
2,11.82,0.89,1.92,10.6,97,2.42,2.5,0.32,1.28,2.85,1.23,2.96,450
1,12.93,1.73,2.04,17.0,107,3.0,3.4,0.28,1.98,8.9,1.12,2.91,1150
1,13.83,1.9,2.59,17.1,121,2.6,2.33,0.17,1.25,4.2,1.11,3.47,1280
3,14.34,3.27,2.74,23.5,98,2.05,0.52,0.53,0.8,5.88,0.82,2.31,550
2,12.25,1.29,2.21,20.4,162,2.56,2.01,0.14,1.56,3.05,1.16,3.13,937
3,13.27,3.59,2.19,20.0,103,1.65,0.48,0.4,0.8,7.65,0.67,1.83,750
2,13.34,1.51,2.32,24.5,101,1.38,1.76,0.21,1.4,4.8,0.88,2.42,472
1,13.05,1.5,2.84,21.0,98,2.4,2.64,0.37,1.98,3.58,1.09,2.51,880
2,12.52,2.43,2.3,23.0,101,1.38,1.76,0.61,1.62,2.62,0.95,2.06,406
2,12.37,1.07,2.36,24.5,88,3.38,2.58,0.43,1.65,3.0,1.07,2.75,365
1,13.16,2.36,2.87,15.5,115,2.8,3.06,0.34,1.66,5.04,0.8,3.38,760
3,12.77,3.26,2.36,18.5,120,1.39,1.39,0.24,1.14,5.4,0.74,1.42,630
3,12.25,3.88,2.2,21.0,103,1.25,0.47,0.4,0.88,4.9,0.65,1.75,515
3,13.52,3.83,2.48,22.0,89,2.0,0.8,0.52,1.02,7.65,0.64,1.74,470
2,11.82,1.33,2.3,23.6,80,2.74,2.99,0.4,1.77,6.0,0.98,2.84,510
2,12.6,1.34,2.2,18.8,87,3.5,3.1,0.19,1.77,3.94,0.99,3.13,420
2,12.29,3.17,1.98,16.0,136,1.72,1.85,0.32,2.76,1.28,1.42,3.33,937
2,11.64,2.06,3.23,20.0,103,1.6,5.08,0.37,1.97,3.94,0.95,2.3,520
1,14.06,1.68,2.27,16.0,108,2.95,3.39,0.24,2.08,6.9,0.91,3.35,885
1,14.19,1.68,2.48,18.8,117,3.88,3.49,0.24,1.97,7.5,1.01,2.88,1480
2,12.08,1.39,2.17,21.0,88,2.56,2.29,0.26,1.77,2.12,1.12,3.18,495
2,11.65,1.99,2.46,21.6,86,1.92,1.69,0.48,1.63,3.08,1.0,2.75,466
1,13.24,1.72,2.14,11.2,100,2.7,3.03,0.26,1.28,5.2,1.25,2.74,1280
3,14.13,1.29,2.7,25.0,96,2.6,1.31,0.56,2.7,11.75,0.57,1.33,560
2,12.42,2.55,2.42,24.5,88,1.95,1.84,0.4,1.03,2.2,1.15,2.52,342
2,13.34,0.94,1.75,16.0,78,1.98,1.41,0.14,1.46,4.8,1.19,2.01,502
1,14.19,1.76,2.48,16.0,112,3.4,3.29,0.29,1.86,7.05,1.28,2.9,1515
2,12.0,1.09,2.73,26.5,119,3.3,2.89,0.47,1.87,3.0,1.45,3.16,450
1,13.24,1.97,3.22,21.0,124,2.63,2.68,0.39,1.98,4.2,1.13,2.65,830
2,11.79,4.3,2.4,20.0,112,2.83,2.55,0.17,2.91,2.8,0.75,3.03,345
2,12.21,1.73,2.27,16.0,97,2.5,2.11,0.63,1.46,3.25,1.02,2.87,450
3,12.58,2.39,2.2,19.0,96,1.25,0.66,0.4,0.94,7.1,0.73,1.58,520
1,13.83,1.35,2.5,16.8,108,3.3,3.4,0.32,2.18,7.5,1.23,3.17,1450
3,12.87,3.55,2.35,21.5,106,1.7,0.7,0.43,0.97,9.4,0.64,1.92,750
3,13.11,3.27,2.28,20.0,102,1.65,1.22,0.17,0.94,5.4,0.57,1.29,392
2,12.17,1.61,2.4,18.5,81,1.6,1.57,0.61,2.08,2.4,1.08,3.3,495
3,13.4,3.12,2.28,20.0,102,1.59,1.22,0.17,1.25,5.45,0.48,1.29,714
2,12.37,1.63,2.5,30.0,119,2.2,2.13,0.4,1.61,2.08,1.36,2.78,678
3,12.53,3.24,2.36,21.0,97,1.25,1.09,0.4,0.83,5.7,0.74,2.05,515
2,12.52,1.73,2.02,20.5,88,2.2,2.53,0.3,1.77,2.94,1.06,3.02,312
2,13.11,3.86,2.3,22.5,85,1.65,1.59,0.48,1.35,2.45,0.84,2.77,463
3,13.23,5.19,2.35,22.0,88,0.98,0.49,0.4,0.8,5.7,0.58,1.33,675
1,14.12,1.68,2.21,16.0,96,2.65,2.33,0.29,1.92,5.25,1.15,2.9,1285
2,11.64,1.88,1.94,16.0,151,2.9,2.99,0.17,1.87,6.0,0.98,3.36,750
2,12.29,2.83,2.17,19.0,86,2.45,1.64,0.3,1.42,1.28,0.93,3.33,564
3,13.71,3.03,2.72,24.5,105,1.55,0.5,0.53,0.73,4.6,0.89,2.06,570
1,14.39,1.87,2.45,14.6,96,2.85,2.94,0.43,2.08,7.3,1.28,2.9,1450
1,13.05,1.65,2.52,18.0,95,2.85,3.19,0.22,2.38,5.75,1.25,3.0,1235
3,13.52,2.81,2.54,22.0,97,1.7,0.6,0.5,1.1,5.0,0.89,1.75,590
2,12.42,2.55,2.42,24.5,88,1.95,1.75,0.4,1.34,2.6,0.86,3.21,378
2,12.37,1.17,1.92,18.0,86,1.85,1.75,0.27,1.35,4.6,1.17,2.31,352
1,13.71,1.83,2.25,16.2,98,2.61,2.88,0.26,1.81,4.7,1.23,2.9,920
1,14.06,1.63,2.27,16.5,108,2.88,2.98,0.26,2.08,4.5,1.04,3.44,770
1,13.73,1.67,2.36,16.4,127,2.6,2.88,0.5,2.29,5.64,1.04,2.85,1060
2,11.61,1.67,2.32,20.0,96,1.61,1.57,0.66,0.62,2.6,1.25,1.93,607
1,13.88,1.89,2.8,15.0,101,3.0,3.56,0.34,1.66,5.7,1.13,2.84,1547
1,14.2,1.48,2.45,16.3,95,2.5,2.52,0.34,1.97,5.25,1.02,2.75,1295
3,13.62,1.67,2.64,22.5,107,1.48,0.6,0.29,0.81,4.6,0.88,1.82,560
2,13.11,1.67,1.9,18.0,94,2.2,1.94,0.24,1.03,3.4,1.05,3.57,714
1,13.77,1.5,2.5,16.7,108,3.4,3.67,0.32,2.18,7.8,1.23,2.87,1260
2,12.72,1.53,2.28,20.7,86,2.42,1.64,0.22,1.46,3.38,1.12,2.01,714
3,13.36,3.37,2.15,21.0,103,1.8,0.55,0.43,1.3,4.0,0.56,1.56,685
1,13.58,1.81,2.31,17.5,89,2.65,2.9,0.27,1.81,3.84,1.23,3.13,990
2,12.33,0.99,1.94,16.0,100,1.9,1.85,0.35,1.46,3.4,1.23,2.65,450
1,14.75,1.73,2.39,11.4,91,3.3,3.64,0.29,2.96,7.8,1.25,2.73,1547
1,14.1,1.73,2.27,15.2,118,2.6,2.51,0.26,1.36,5.25,1.04,3.59,1280
1,13.41,1.77,2.36,19.1,104,2.65,2.9,0.26,1.86,3.84,1.11,3.59,1020
2,12.0,3.43,1.95,19.0,87,1.63,1.25,0.37,1.87,2.15,1.15,2.27,325
3,13.17,2.56,2.37,20.0,113,1.59,0.68,0.53,0.97,7.7,0.54,1.6,725
2,11.82,3.43,2.17,22.5,80,1.68,1.25,0.37,1.38,1.95,0.79,3.07,580
3,13.58,4.28,2.26,20.0,120,1.65,0.69,0.29,1.46,10.68,0.56,1.71,500
3,13.16,2.58,2.35,20.0,106,1.59,1.2,0.24,0.84,5.0,0.7,1.29,560
3,13.32,3.17,2.15,21.0,103,1.41,0.55,0.53,1.4,7.6,0.6,1.6,740
1,13.82,1.75,2.42,18.8,111,3.88,3.49,0.32,1.97,7.8,0.86,3.69,1285
2,12.37,1.17,2.29,16.0,110,2.42,2.5,0.55,3.28,4.6,1.25,2.87,365
3,12.45,2.39,2.28,19.0,96,1.25,0.51,0.27,0.64,5.6,0.75,2.05,510
3,12.82,3.24,2.58,22.0,106,2.32,0.56,0.6,0.55,5.88,0.89,2.15,695
2,13.03,5.8,2.21,21.5,80,2.62,2.65,0.3,1.95,2.57,0.7,3.0,415
1,14.22,1.7,2.43,16.0,127,2.8,3.06,0.28,2.1,5.04,0.88,3.45,795
3,12.6,4.28,2.38,21.0,88,2.3,0.8,0.5,1.14,7.7,0.67,1.74,880
3,13.32,3.03,2.28,21.0,103,1.5,1.22,0.17,1.11,5.0,0.57,1.42,530
2,12.43,1.53,2.24,20.4,162,2.95,3.15,0.45,2.49,2.3,1.02,2.85,495
2,11.82,2.13,2.92,28.5,88,3.18,2.03,0.58,1.03,2.08,0.86,2.5,607
1,13.73,1.9,2.68,15.0,115,2.95,3.29,0.3,1.66,6.2,1.07,2.78,1270
3,12.7,5.65,2.48,21.0,86,1.74,0.61,0.53,1.25,8.6,0.55,1.58,620
1,14.39,1.95,2.72,16.8,115,2.8,2.65,0.33,1.98,5.4,1.07,2.93,1185
2,12.07,2.89,1.98,20.8,85,2.55,1.64,0.29,1.53,2.76,0.86,2.26,352
2,13.86,0.94,2.21,17.0,101,2.53,2.86,0.63,1.66,2.57,1.02,2.5,600
1,14.1,2.15,2.61,18.6,120,2.6,2.33,0.28,1.25,5.0,1.06,3.82,1095
1,13.86,1.75,2.21,15.2,94,2.6,2.33,0.29,1.36,5.85,1.15,2.9,1045
1,14.22,1.7,2.3,18.9,118,3.25,2.65,0.22,2.03,6.13,0.94,3.03,1120
1,13.39,3.84,2.29,16.2,102,2.64,2.9,0.28,1.62,4.38,1.04,3.92,1065
2,11.96,2.68,2.0,20.8,94,2.56,2.27,0.32,1.22,3.05,0.96,3.28,495
3,12.2,4.72,2.64,25.0,112,1.9,1.36,0.26,1.56,7.9,0.48,1.29,520
2,11.41,1.51,2.32,18.0,87,2.46,2.17,0.42,1.46,2.4,1.1,2.87,428
3,13.52,3.37,2.62,22.5,97,1.4,0.47,0.52,0.75,4.35,0.81,1.82,520
1,13.77,1.53,2.7,20.0,96,2.2,2.43,0.28,1.44,3.52,1.1,3.37,915
3,12.2,3.88,2.38,18.5,88,1.62,0.83,0.6,1.14,7.7,0.67,1.74,855
3,12.36,5.65,2.64,25.0,112,1.9,1.36,0.26,1.56,7.9,0.59,1.29,640
2,12.67,1.81,1.82,19.5,86,2.2,2.13,0.26,1.43,2.94,1.16,3.14,710
1,13.83,1.57,2.62,17.2,93,2.2,2.53,0.31,2.08,3.52,1.12,2.87,845
1,14.1,1.73,2.32,17.4,89,2.6,2.51,0.27,1.36,5.25,1.02,4.0,1295
2,12.51,1.73,2.5,21.6,94,1.92,1.75,0.43,1.44,2.62,1.23,2.01,315
2,12.6,1.34,2.13,24.0,101,2.5,2.01,0.43,1.03,3.4,1.07,2.75,450
1,13.05,2.05,3.22,15.5,102,2.63,2.68,0.37,1.98,3.58,1.16,3.5,880
2,12.77,3.87,1.36,17.5,87,2.62,2.65,0.26,2.01,2.57,0.84,3.2,530
1,14.38,1.87,2.45,12.0,96,3.3,3.64,0.29,2.96,7.8,1.2,3.0,1547
2,12.72,1.81,2.56,21.0,98,2.2,2.13,0.26,1.46,3.3,0.96,3.37,392
1,13.83,1.89,2.68,19.4,101,3.25,2.97,0.33,2.18,6.75,1.13,2.65,1450
3,14.34,3.9,2.48,20.0,91,1.68,0.65,0.48,1.35,9.2,0.56,1.58,480
1,13.88,1.75,2.27,15.6,118,2.6,2.33,0.26,1.25,5.85,0.92,2.78,1060
1,13.86,1.65,2.12,18.9,90,2.2,2.53,0.27,1.77,3.84,1.02,3.14,990
3,13.58,2.46,2.54,20.0,105,1.38,0.6,0.39,0.81,4.6,0.88,1.82,680
2,12.51,1.73,2.22,20.4,88,2.2,2.53,0.26,1.48,2.62,1.04,3.48,380
2,12.42,4.43,2.26,16.0,101,3.18,3.18,0.37,2.81,2.3,1.04,3.17,438
2,12.72,0.98,1.98,16.0,136,2.2,1.41,0.34,2.5,3.9,1.38,2.77,630
2,13.05,1.01,2.32,22.5,85,3.38,2.14,0.19,2.28,3.35,1.22,2.96,410
2,12.64,1.34,2.1,21.5,80,3.5,2.89,0.13,1.77,3.38,0.99,2.87,420
1,13.76,1.9,2.68,19.4,107,3.0,2.79,0.33,1.76,7.3,1.23,3.0,1450
1,14.23,1.71,2.43,16.0,127,3.27,3.39,0.5,1.97,7.5,1.23,2.74,1515
1,13.16,2.36,2.87,25.0,118,2.6,2.68,0.39,1.25,4.2,0.8,3.19,1035
3,12.25,3.03,2.32,19.0,86,2.3,0.92,0.58,0.84,5.7,0.96,1.75,510
2,11.56,1.67,2.29,18.0,112,1.61,1.5,0.52,0.42,3.25,1.1,1.59,607
1,13.73,1.53,2.7,19.5,132,3.0,2.74,0.28,1.35,5.24,1.19,3.0,735
1,13.83,1.57,2.7,17.2,110,3.0,2.74,0.39,1.45,4.32,0.86,3.69,1195
1,13.24,1.64,2.55,17.8,110,2.8,3.54,0.17,1.66,8.9,1.28,3.0,1285
1,13.73,1.73,2.41,16.4,111,3.88,3.49,0.32,1.97,7.8,0.86,3.69,1285
2,12.08,2.16,2.6,21.0,94,2.23,2.17,0.26,1.76,2.5,0.97,3.08,678
1,13.83,1.65,2.42,16.0,117,3.4,3.29,0.32,1.86,7.05,1.23,2.9,1450
1,13.9,1.68,2.27,16.0,118,2.6,2.33,0.21,1.25,4.7,1.05,3.59,1050
1,13.39,3.84,2.65,17.6,115,2.64,2.76,0.2,1.68,4.36,0.82,2.78,845
2,12.51,2.43,1.75,16.8,88,2.45,2.27,0.26,1.99,2.6,0.9,2.96,710
1,14.02,4.04,2.51,13.2,116,3.88,3.74,0.2,1.28,6.8,1.04,3.55,1190
1,13.29,3.98,2.65,18.6,102,2.41,2.19,0.3,1.57,4.28,1.03,3.0,1105
2,12.08,2.89,2.2,18.0,86,2.85,2.99,0.45,2.81,5.3,0.86,3.64,466
3,13.17,3.45,2.28,18.5,112,1.59,0.92,0.53,0.94,7.1,0.64,1.73,675
2,12.17,1.45,2.2,19.0,99,1.45,1.02,0.37,1.15,2.5,0.906,2.12,870
2,12.21,1.29,1.92,18.5,97,2.36,2.65,0.35,1.37,3.05,1.28,3.02,450
2,11.41,1.51,2.74,26.5,119,2.2,2.53,0.4,1.54,3.0,1.71,2.51,520
2,12.25,1.73,2.74,26.5,139,3.3,2.14,0.42,1.35,2.08,1.36,3.5,937
2,11.45,1.51,1.82,19.5,97,1.98,1.6,0.37,1.03,3.8,1.1,2.52,562
2,13.86,1.25,1.98,14.8,78,1.85,1.41,0.32,0.42,3.17,1.18,1.59,502
3,13.58,3.57,2.3,22.0,89,1.93,0.66,0.52,1.24,5.45,0.61,1.58,480
1,13.76,1.53,2.7,22.5,101,3.25,3.25,0.33,2.18,6.75,1.25,2.88,1515
2,12.07,4.3,1.82,16.8,97,2.62,2.65,0.45,2.91,2.15,0.75,3.0,718
1,13.28,1.64,2.1,11.2,97,2.45,2.43,0.26,2.91,6.25,1.25,2.48,1045
1,12.85,1.73,2.04,17.0,98,2.4,2.19,0.32,1.37,4.5,1.04,3.63,1295
1,13.41,1.77,2.31,17.5,104,2.65,2.9,0.32,1.62,3.84,1.05,3.1,1020
1,13.28,3.98,2.29,16.2,103,2.41,2.19,0.28,1.44,4.38,1.19,3.0,1295
2,13.67,1.66,2.74,28.5,139,3.3,2.58,0.27,2.28,2.6,1.36,3.16,985
1,13.83,1.65,2.6,20.0,96,2.2,2.53,0.22,2.29,5.6,1.24,3.08,1235
1,14.23,1.71,2.43,18.8,117,2.8,3.14,0.34,2.45,6.2,1.07,2.75,1065
2,13.34,1.51,2.38,22.5,90,2.95,1.3,0.26,1.44,2.6,1.25,2.77,472
2,11.03,1.51,1.92,18.5,88,2.36,2.27,0.39,1.99,3.3,1.71,3.02,312
2,11.96,2.08,2.67,21.0,104,1.6,1.57,0.37,1.56,2.65,0.906,2.44,630
1,13.24,1.64,2.84,25.0,115,2.63,2.68,0.37,1.92,3.52,1.36,3.4,735
1,13.56,1.71,2.41,20.5,106,2.7,2.98,0.22,1.86,4.5,1.12,3.59,770
2,11.46,1.51,2.2,20.4,87,2.46,1.64,0.42,1.56,1.9,1.71,3.33,495
1,13.86,1.9,2.59,17.1,113,3.0,3.0,0.17,1.66,4.5,1.25,3.16,1050
2,12.99,1.67,2.3,23.0,101,1.78,1.69,0.43,1.46,4.6,0.98,2.01,590
2,12.04,2.08,1.92,18.0,92,2.23,2.17,0.39,1.37,3.8,0.97,3.17,495
3,13.4,3.55,2.38,21.5,89,1.93,0.76,0.45,1.24,8.42,0.56,1.56,625
2,12.37,1.63,2.19,21.0,85,2.2,2.0,0.34,1.44,1.74,0.94,3.12,564
3,13.88,3.12,2.69,24.5,98,1.55,0.58,0.53,1.14,5.58,0.89,1.8,520
1,13.75,1.73,2.25,16.0,118,2.6,2.9,0.21,1.62,4.7,1.02,3.47,1050
2,12.37,1.63,1.7,15.0,88,2.2,0.57,0.28,1.46,2.06,0.94,2.27,625
2,12.47,1.53,2.36,22.5,84,2.95,2.79,0.45,2.49,2.6,1.25,2.96,365
2,11.81,1.33,2.46,22.5,70,2.2,1.58,0.34,1.35,2.8,0.96,2.44,510
2,12.69,3.87,2.19,24.0,101,2.83,3.15,0.21,1.95,3.94,0.87,3.39,510
3,12.51,5.04,2.54,21.0,89,1.38,0.6,0.47,1.55,7.1,0.6,1.86,855
1,13.24,3.98,2.65,18.6,111,2.64,2.68,0.25,1.66,4.36,0.82,3.2,760
3,13.27,3.91,2.36,18.5,120,1.65,0.69,0.53,1.35,9.2,0.55,1.55,840
1,13.56,1.73,2.31,17.5,111,3.15,3.0,0.28,2.14,6.13,0.94,3.45,795
2,13.67,1.25,2.28,22.5,87,2.42,2.86,0.43,2.08,2.6,1.23,3.12,590
2,12.33,1.1,1.95,16.0,136,2.05,1.09,0.34,2.76,2.9,1.06,3.07,520
2,12.37,0.94,2.56,18.0,88,2.53,2.5,0.26,1.04,1.95,0.79,2.78,520
1,14.06,4.04,2.51,13.2,128,2.6,2.51,0.2,2.91,6.25,0.92,3.2,680
1,13.05,1.73,2.04,17.0,98,2.45,2.43,0.32,1.35,3.58,1.02,2.77,1035
1,13.73,1.5,2.5,16.8,93,2.45,2.69,0.29,2.08,4.2,1.09,2.82,1285
3,13.4,2.67,2.28,21.0,103,1.8,1.22,0.24,1.11,5.0,0.7,1.29,392
1,13.5,1.8,2.62,19.0,132,2.35,2.43,0.28,3.28,6.25,1.25,3.37,1265
1,14.38,1.87,2.45,14.6,102,2.85,3.06,0.29,2.08,5.2,1.15,2.9,1045
2,11.76,3.43,2.36,18.0,112,2.0,2.24,0.22,2.29,2.9,0.96,3.52,380
2,12.0,1.09,1.82,19.5,85,3.38,2.58,0.19,1.95,2.7,1.22,2.96,710
1,13.87,1.9,2.8,17.1,102,3.25,2.79,0.37,2.04,7.5,1.28,2.71,1515
3,12.77,3.37,2.3,19.5,88,1.48,0.51,0.48,0.8,5.5,0.77,1.82,520
2,12.29,1.41,2.32,23.0,88,1.45,1.25,0.5,1.63,2.6,1.08,3.07,365
2,11.46,0.74,2.36,18.0,162,2.42,2.5,0.14,2.35,2.85,1.71,3.48,750
2,11.96,2.89,1.99,20.8,88,2.45,2.27,0.3,1.99,2.76,0.86,3.0,312
1,13.5,1.8,2.36,16.6,104,2.7,3.03,0.42,1.81,5.1,0.88,3.26,1195
3,13.73,3.59,2.36,20.0,90,1.35,0.49,0.4,0.68,4.9,0.67,1.75,675
2,11.96,1.33,2.21,20.4,87,2.56,2.29,0.25,1.77,1.9,0.95,3.2,290
1,13.76,1.5,2.5,16.7,94,2.45,2.99,0.32,1.97,5.6,1.02,2.77,1060
1,14.37,1.87,2.38,16.0,102,2.85,2.98,0.29,1.85,4.5,0.92,3.22,1195
1,14.75,1.64,2.39,14.0,127,2.8,2.94,0.5,2.1,4.8,1.45,2.74,1045
2,12.37,1.17,2.56,18.1,94,2.42,2.65,0.37,1.98,3.4,0.79,2.3,678
1,13.51,1.81,2.31,17.5,111,3.15,3.0,0.28,2.14,4.9,1.23,2.87,1045
2,12.43,1.52,2.16,19.0,87,3.5,3.1,0.24,2.49,5.3,1.01,2.77,420
1,14.38,1.95,2.5,16.7,113,3.0,3.39,0.34,2.08,6.2,1.05,2.85,1060
1,13.56,1.73,2.36,17.2,89,2.4,2.68,0.42,1.97,3.95,1.23,3.12,1290
2,11.56,1.88,2.62,21.6,104,1.92,1.61,0.48,1.63,3.08,1.1,3.3,466
3,13.73,2.96,2.62,24.0,105,1.7,0.6,0.6,0.81,3.85,0.89,1.82,695
3,12.86,2.81,2.7,27.0,116,1.55,1.57,0.24,1.26,8.42,0.48,1.33,472
2,12.72,3.87,2.2,18.8,88,2.62,2.65,0.43,2.01,2.57,0.91,3.1,515
2,12.29,1.41,2.46,20.0,87,2.46,2.01,0.22,1.35,2.8,0.79,3.48,510
1,13.05,3.8,2.29,17.5,105,2.41,2.64,0.32,2.08,3.58,0.82,3.52,845
3,13.71,1.24,2.7,23.5,107,2.2,0.52,0.27,0.64,5.88,0.75,2.31,630
2,12.67,1.81,2.12,21.5,80,1.38,1.36,0.52,1.63,2.94,0.96,1.82,365
2,12.69,0.98,2.28,17.0,110,1.9,1.41,0.43,0.42,5.75,0.93,1.59,450
2,12.42,2.55,2.36,22.5,90,1.95,1.75,0.6,1.42,2.6,0.96,3.3,315
2,12.29,3.17,2.51,21.0,94,2.56,2.11,0.34,1.22,2.8,0.86,3.0,520
3,13.69,5.51,2.45,20.5,95,1.8,0.7,0.52,1.41,7.6,0.56,1.55,740
2,11.79,2.16,2.58,21.0,98,2.23,2.17,0.34,1.98,2.65,1.27,2.87,678
2,11.03,0.74,1.9,16.0,151,2.2,1.09,0.37,1.56,2.85,1.1,2.26,520
2,12.08,2.16,2.23,18.0,88,2.23,2.45,0.37,1.77,2.4,1.27,3.02,278
1,13.86,1.75,2.21,16.0,94,2.6,2.51,0.29,1.25,4.7,1.02,3.1,1285
2,11.66,2.05,2.21,20.4,112,2.9,2.99,0.17,1.35,3.94,1.16,2.87,345
1,14.38,1.95,2.5,16.7,113,3.85,3.74,0.32,2.18,7.5,0.86,3.38,1480
1,14.1,1.76,2.32,16.0,104,2.42,2.52,0.26,1.98,5.05,1.04,2.48,1035
2,11.65,1.88,2.38,18.0,96,3.02,2.26,0.21,1.35,2.6,0.96,3.64,380
3,12.53,5.19,2.48,21.0,95,1.62,0.61,0.53,1.06,7.65,0.64,1.74,855
2,11.61,1.99,2.24,20.4,96,1.61,0.99,0.37,1.56,2.06,1.0,2.26,870
